StockKeyLabel,FisheriesGuild,F_FMSY,catches,landings,discards,FMSY,F,AssessmentYear,Year,SSB_MSYBtrigger,SSB,MSYBtrigger,Status,total
nep.fu.2324,crustacean,0.651818181818182,NA,2125,1627,7.7,5.019,2019,2019,NA,4113421560,NA,GREY,2125
nep.fu.25,crustacean,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,GREY,2125
nep.fu.2627,crustacean,NA,NA,2,NA,0.16,NA,NA,NA,NA,NA,NA,GREY,2125
nep.fu.2829,crustacean,0.461,NA,299,NA,1,0.461,NA,NA,NA,NA,NA,GREY,2125
nep.fu.30,crustacean,NA,76,NA,NA,NA,1,2019,2019,NA,112800,NA,GREY,2125
nep.fu.31,crustacean,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,GREY,2125
